"priceclose"
62.2625
60.8225
60.815
62.19
63.955
64.375
64.2825
64.31
64.8575
65.035
65.55
65.49
66.1175
65.66
66.44
66.775
66.5725
65.7975
65.5025
65.445
66.5925
66.0725
66.96
66.8125
66.04
64.8625
65.435
66.395
67.6775
66.73
67.12
67.6925
67.865
68.7875
69.965
70.1025
69.935
70.005
69.86
71.0
71.0675
72.4775
72.45
72.88
73.4125
