"priceclose"
29.0375
29.005
29.1525
29.4775
29.7475
29.7775
29.9375
29.8125
29.76
30.0
29.9975
29.945
30.0
30.02
29.9925
30.47
30.485
30.4875
30.4075
30.3375
32.1875
32.1325
32.27
32.5725
32.8825
33.01
33.105
33.03
33.3225
33.755
33.8775
33.83625
33.93
34.175
34.2775
34.1325
34.165
34.2325
34.2475
34.9475
34.74
34.945
34.835
34.88
34.75
34.67
34.785
34.8
34.7475
35.115
35.1725
34.9975
35.365
34.96
35.355
35.23
35.16
35.22
35.95
36.03
35.9825
35.915
35.925
36.1925
36.005
35.915
35.835
35.7925
35.4075
35.45
35.2625
35.4575
35.3
35.17
35.61
35.5675
35.91
36.1325
35.92
35.9475
35.9125
36.645
36.8775
36.765
36.6325
37.24
38.2525
38.4975
38.315
38.4875
39.025
38.925
38.8675
37.5625
38.135
38.265
38.4975
38.45
38.335
38.4675
38.4025
38.4175
38.19
38.295
38.8625
38.4825
38.6125
38.8425
38.7475
37.245
36.355
36.6475
36.29
36.0725
35.5675
36.585
36.2525
36.4675
36.4075
36.57
36.455
35.9325
36.4575
35.92
36.005
35.875
36.0225
35.6825
36.045
36.265
36.3825
36.435
36.9425
37.26
37.39
37.52
37.755
37.585
37.5675
38.0225
38.185
38.365
37.64
37.375
37.1825
37.5125
39.285
38.8925
39.0975
39.7025
40.02
40.265
38.83
39.37
39.9625
40.4
40.2375
39.465
39.375
39.3025
39.945
39.995
39.8175
39.965
40.3675
40.7275
40.8375
41.0
41.0125
40.52
40.4775
40.315
39.6575
40.375
40.215
39.9125
39.57
39.97
39.6675
39.6825
39.0175
38.3475
37.9725
37.6375
38.285
38.5575
38.32
38.53
38.4525
38.62
38.37
38.8475
38.825
38.96
38.975
39.1375
39.0
39.2475
39.97
40.1175
39.94
38.995
39.0625
39.0425
39.275
39.1025
39.3525
40.7625
41.68
42.26
41.7225
42.0275
43.125
43.5625
43.7025
44.06
43.97
43.6675
43.4925
42.835
42.27
42.775
42.5375
42.495
43.285
43.74
43.7425
43.5225
43.2675
42.37
42.9625
42.7625
42.45
42.41
42.2525
42.33
42.3425
43.1675
42.925
43.0675
43.055
43.4925
44.105
43.635
43.5875
43.7525
43.7525
42.6425
42.65
42.77
42.3075
43.065
43.0575
43.2575
43.75
43.5875
43.5825
43.5725
43.82
44.2725
44.0475
44.775
44.815
44.615
44.25
44.26
43.555
42.7775
42.8775
41.99
41.7425
41.8575
41.945
40.125
39.1225
40.7575
39.885
38.7875
39.1025
40.6775
41.085
41.8425
43.2475
43.1075
42.9625
42.7675
43.125
43.875
44.7425
44.5975
44.53
43.75
44.0525
44.205
44.1675
43.7575
44.235
44.995
45.43
44.9925
44.61
44.6625
44.505
43.825
43.81
42.8175
42.2125
41.235
43.1925
42.085
41.62
41.945
41.67
42.0975
42.9025
43.2
42.095
42.5125
43.3125
43.11
43.535
43.6825
43.955
44.56
44.46
43.2
41.43
41.31
40.735
40.9125
41.055
40.58
41.315
42.275
44.1425
44.2225
45.9575
46.29
46.5125
46.84
47.51
47.1475
47.0375
46.61
47.045
46.7475
46.5775
46.9075
46.79
47.09
47.0375
47.145
46.975
46.875
46.7175
47.56
47.9575
48.3275
48.495
48.365
47.925
47.8075
48.07
47.675
47.7
47.21
47.185
46.4225
46.625
46.365
46.23
45.5425
46.1075
46.04
46.375
46.2775
46.795
45.98
46.35
46.9925
47.645
47.5875
46.97
47.7575
47.8325
47.7275
47.8625
47.6
47.97
47.86
47.9025
48.25
48.705
48.5525
47.745
47.4775
47.5725
50.375
51.8475
51.9975
52.2675
51.7775
51.8125
52.22
51.8825
52.2175
52.4375
52.56
53.33
54.395
53.865
53.76
53.7625
53.8725
54.04
54.485
54.925
55.745
56.2575
56.9075
57.09
56.7175
55.775
55.325
54.5825
55.9625
55.2675
56.6025
55.96
54.47
54.56
54.5925
55.0075
54.415
55.1975
55.5475
55.105
56.2375
56.435
56.815
57.32
58.0175
56.9975
56.0725
55.9425
56.7175
54.09
53.6125
55.5275
54.34
55.5375
55.2975
54.005
54.8275
55.1625
55.6825
53.7725
54.95
54.075
53.06
53.325
54.715
55.555
51.87
50.3975
50.9425
52.4875
52.1225
51.1175
48.5425
48.0575
46.7
47.8525
48.3825
46.465
44.245
44.195
43.0725
43.655
43.56
45.235
44.8875
44.645
46.205
44.1725
43.68
42.1225
42.4
42.1575
42.275
42.7375
41.37
40.985
41.5175
40.2225
39.2075
37.6825
36.7075
39.2925
39.0375
39.0575
39.435
39.48
35.5475
37.065
36.9825
37.6875
38.3275
38.45
38.0725
37.5
38.2675
38.735
38.965
39.205
38.325
38.48
38.175
39.44
39.075
38.67
41.3125
41.61
41.63
42.8125
43.545
43.56
42.735
42.6025
42.3575
42.7225
42.545
42.7
42.605
42.7325
43.0075
42.765
43.2425
43.5575
43.5825
43.7175
43.2875
43.7425
43.9625
43.8825
43.63
43.125
43.2275
44.725
45.2275
45.4275
45.9325
46.53
47.005
46.6325
47.04
48.7725
47.7625
47.185
46.6975
47.1175
47.18
47.4875
47.81
48.505
48.8375
48.9225
49.25
50.025
49.875
50.155
49.7375
49.7175
49.8075
49.8125
50.7825
50.965
51.1325
51.87
51.79
51.32
51.075
51.1525
50.1675
52.63
52.2875
52.9375
52.12
50.715
50.725
50.18
49.295
46.43
47.165
47.73
47.52
47.25
45.7725
46.65
45.695
44.915
44.7425
44.5575
44.345
44.575
43.7675
43.325
44.91
45.635
46.305
47.5375
48.145
48.7025
48.5475
48.5375
48.185
48.4725
49.6125
49.4675
49.865
49.695
49.645
48.8925
49.95
49.935
49.48
50.3875
50.6825
51.1025
51.0575
50.005
50.31
50.8075
50.4375
50.825
51.3025
51.125
50.8375
51.415
50.6475
51.805
52.21
52.1675
51.755
51.935
52.42
52.195
53.26
52.1075
51.005
48.335
49.25
49.76
50.8575
50.2475
50.12
52.2425
50.6875
50.435
51.625
52.5875
52.59
53.16
53.115
50.66
51.6225
51.04
51.3825
52.2525
52.185
51.425
52.2975
53.32
53.315
53.5425
54.175
55.8975
55.77125
54.6875
54.975
55.175
55.6925
55.24
54.4325
54.68
54.42
55.2575
54.9725
54.705
55.9925
56.1475
54.74
55.205
56.7525
56.765
56.1
56.7575
57.5225
59.0525
58.9675
58.83
58.5925
58.82
59.1025
60.1275
59.99
60.795
60.895
61.645
